time,Salinity,Temperature,Chlorophyll_a,Nitrate,Longwave Irradiance,Shortwave Irradiance,Wind Speed
2019-09-24,35.46,22.62,0.33,1.46,342.49,238.59,4.92
2019-09-25,35.47,23.72,0.19,1.45,339.27,237.17,4.92
2019-09-26,35.52,23.76,0.16,1.43,343.38,235.16,5.26
2019-09-27,35.73,24.01,0.19,0.45,336.70,235.16,4.52
2019-09-28,35.81,24.02,0.17,,332.59,219.63,4.01
2019-09-29,35.87,24.17,0.11,,341.08,205.68,5.50
2019-09-30,36.03,24.45,0.18,0.01,346.40,174.24,5.75
2019-10-01,35.99,24.16,0.11,0.07,352.52,160.96,4.66
2019-10-02,36.03,23.83,0.26,0.05,351.42,155.21,7.59
2019-10-03,35.99,23.71,0.26,0.05,345.52,147.41,9.13
2019-10-04,35.98,23.55,0.28,0.05,351.57,138.34,8.24
2019-10-05,36.03,23.45,0.34,0.04,357.56,127.66,6.51
2019-10-06,35.99,23.17,0.40,0.09,358.02,113.30,5.15
2019-10-07,35.73,22.62,0.34,0.10,358.26,107.77,8.66
2019-10-08,35.66,22.39,0.43,0.08,360.06,90.81,8.35
2019-10-09,35.50,21.96,0.42,0.09,370.14,71.40,13.13
2019-10-10,35.50,21.71,0.35,0.25,372.43,70.42,15.71
2019-10-11,35.13,20.42,0.26,1.08,374.10,64.82,15.40
2019-10-12,35.91,22.88,0.27,0.86,361.33,90.28,11.72
2019-10-13,36.07,23.30,0.33,1.10,351.87,101.67,4.13
2019-10-14,36.08,23.48,0.52,0.87,349.99,110.25,4.32
2019-10-15,36.03,23.38,0.55,0.70,345.38,121.30,5.51
2019-10-16,36.00,23.17,0.73,0.84,335.73,136.65,5.51
2019-10-17,35.85,22.14,0.65,0.78,331.68,127.24,14.51
2019-10-18,35.73,20.44,0.71,1.15,331.71,123.15,9.61
2019-10-19,35.75,20.25,0.68,1.66,340.94,105.56,5.73
2019-10-20,35.61,19.80,0.77,1.78,347.02,108.86,2.92
2019-10-21,35.47,19.49,0.81,1.70,335.71,121.34,10.95
2019-10-22,35.50,19.67,0.78,1.44,329.80,121.71,7.62
2019-10-23,34.44,17.16,0.71,1.11,331.21,123.40,7.31
2019-10-24,34.50,17.20,0.78,0.98,338.62,113.23,4.98
2019-10-25,34.53,17.21,1.11,1.24,335.72,113.12,3.92
2019-10-26,34.74,17.83,1.01,1.30,336.22,116.12,5.90
2019-10-27,34.78,17.88,0.88,1.27,340.91,105.02,9.17
2019-10-28,35.20,18.93,0.88,1.42,356.24,91.45,9.42
2019-10-29,35.61,20.29,0.97,1.80,360.38,96.51,7.21
2019-10-30,35.56,20.27,0.98,1.62,357.58,86.79,6.29
2019-10-31,35.57,20.40,1.13,1.25,347.82,106.40,8.45
2019-11-01,35.59,20.54,0.91,1.17,337.41,117.17,11.11
2019-11-02,,,,1.22,333.58,112.36,4.49
2019-11-03,,,,1.02,318.03,125.30,6.01
2019-11-04,,,,0.75,306.15,127.43,4.53
2019-11-05,,,,0.94,303.87,118.60,7.01
2019-11-06,,,,0.75,300.09,121.72,6.72
2019-11-07,,,,0.85,300.57,111.72,6.22
2019-11-08,,,,0.90,304.01,104.81,10.01
2019-11-09,,,,0.97,303.90,99.26,5.27
2019-11-10,,,,1.01,302.43,92.13,5.94
2019-11-11,,,,0.98,299.33,90.08,6.43
2019-11-12,34.98,17.76,0.74,0.89,302.97,82.44,9.56
2019-11-13,35.12,17.82,0.53,1.11,302.65,80.55,10.72
2019-11-14,35.10,17.66,0.52,1.16,306.07,74.27,4.38
2019-11-15,35.24,17.90,0.50,1.12,313.71,64.74,6.41
2019-11-16,35.33,17.93,0.44,1.28,313.57,71.08,10.68
2019-11-17,35.36,17.69,0.47,1.91,322.74,59.26,11.15
2019-11-18,35.20,17.25,0.57,1.47,323.69,69.04,12.99
2019-11-19,34.31,15.45,1.18,1.57,321.94,72.12,5.30
2019-11-20,34.31,15.52,1.22,1.48,320.47,74.89,6.23
2019-11-21,34.29,15.03,1.26,2.07,324.18,74.00,7.43
2019-11-22,34.56,15.64,0.98,2.39,314.66,85.09,8.08
2019-11-23,34.66,15.73,0.89,2.68,308.59,89.79,8.15
2019-11-24,34.77,15.91,0.99,3.05,309.39,90.11,8.34
2019-11-25,34.53,15.23,1.07,2.92,315.79,75.42,8.95
2019-11-26,34.33,14.58,1.54,2.45,311.49,78.08,5.46
2019-11-27,34.12,14.28,1.63,2.31,308.81,79.26,5.34
2019-11-28,34.22,14.57,1.36,2.44,297.66,81.49,12.13
2019-11-29,34.73,15.50,0.95,3.04,307.17,68.46,10.15
2019-11-30,34.72,15.32,1.02,3.21,312.29,57.18,8.40
2019-12-01,34.46,14.40,1.27,3.16,305.47,58.95,6.08
2019-12-02,34.39,14.40,1.23,2.83,302.01,59.43,10.78
2019-12-03,34.35,14.33,0.90,3.34,301.53,59.84,11.88
2019-12-04,34.73,14.78,0.62,4.16,306.90,54.03,6.87
2019-12-05,34.58,14.30,0.65,4.29,302.59,61.51,8.62
2019-12-06,34.26,13.45,0.76,4.26,299.88,61.80,8.90
2019-12-07,34.74,14.46,0.59,4.30,305.22,63.30,8.18
2019-12-08,35.05,15.05,0.51,4.39,311.12,61.38,4.76
2019-12-09,35.14,15.16,0.52,4.51,301.78,73.97,8.69
2019-12-10,35.16,15.36,0.50,4.79,300.29,71.63,9.07
2019-12-11,34.43,13.80,0.93,4.47,312.95,60.05,6.96
2019-12-12,33.94,12.67,0.96,4.33,323.24,50.71,7.40
2019-12-13,33.93,12.54,0.86,4.25,317.71,51.00,7.59
2019-12-14,34.31,13.49,0.69,4.10,314.77,47.84,9.06
2019-12-15,34.11,13.14,0.62,4.20,312.45,53.58,12.43
2019-12-16,34.87,14.45,0.34,4.74,315.40,45.24,7.03
2019-12-17,34.56,13.64,0.48,4.71,310.83,48.61,5.66
2019-12-18,33.97,12.52,0.57,4.71,296.86,55.08,8.33
2019-12-19,34.41,13.11,0.47,4.88,291.74,64.72,12.17
2019-12-20,34.06,11.96,0.65,4.91,288.54,75.35,9.09
2019-12-21,33.91,11.51,0.75,5.05,277.10,91.66,3.71
2019-12-22,33.65,11.03,0.84,5.27,268.59,95.47,5.54
2019-12-23,33.44,10.69,0.99,5.59,274.37,90.71,6.66
2019-12-24,33.37,10.65,0.99,5.55,282.16,88.04,7.00
2019-12-25,33.38,10.62,1.13,5.99,285.00,95.18,4.04
2019-12-26,33.29,10.62,1.17,5.71,284.15,93.29,4.43
2019-12-27,33.39,10.73,1.09,5.45,293.63,81.01,4.59
2019-12-28,33.06,10.17,0.98,4.61,305.30,68.67,5.84
2019-12-29,33.47,10.78,1.37,5.41,313.22,64.00,4.90
2019-12-30,33.67,11.18,1.13,4.73,314.02,68.47,10.24
2019-12-31,33.89,11.71,1.06,4.78,,,7.88
