Date,Salinity,Irradiance,Temperature,Chlorophyll,Chlorophyll2,Prediction1,Nitrate,Nitrate2,Prediction2
2022-10-19,33.456,,18.395,,,,,-1.083,
2022-10-20,33.423,,17.671,,,,,-0.307,
2022-10-21,33.347,,17.193,,,,,0.537,
2022-10-22,33.421,,17.54,,,,,0.532,
2022-10-23,33.285,,17.088,,,,,0.504,
2022-10-24,33.09,,16.826,,,,,0.544,
2022-10-25,33.251,,17.278,,,,,0.423,
2022-10-26,33.682,,18.201,,,,,0.566,
2022-10-27,32.952,,17.111,,,,,0.591,
2022-10-28,33.079,,16.958,,,,,0.486,
2022-10-29,33.672,,17.732,,,,,0.541,
2022-10-30,34.013,,18.167,,,,,0.474,
2022-10-31,34.276,,18.488,,,,,0.384,
2022-11-01,34.272,,18.378,,,,,0.48,
2022-11-02,34.532,,19.154,,,,,0.754,
2022-11-03,34.558,,19.075,,,,,0.507,
2022-11-04,34.317,,18.485,,,,,0.519,
2022-11-05,34.361,,18.93,,,,,0.52,
2022-11-06,34.014,,17.998,,,,,0.436,
2022-11-07,34.572,,19.8,,,,,0.528,
2022-11-08,34.198,,18.472,,,,,-1.212,
2022-11-09,34.947,,20.159,,,,,-1.63,
2022-11-10,34.751,,19.348,,,,,-1.265,
2022-11-11,34.708,,19.049,,,,,-1.479,
